Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Luxembourg,WKDGNQJQ DOKJ,Offline,M,12/7/2011,595385873,12/21/2011,6765,51.61,54.89,784825.43,492916.26,230958.4
Europe,Luxembourg,BNBVXP,Online,L,6/30/2012,361659038,8/3/2012,1801,970.5,981.46,595433.5,912478.08,293648.59
Europe,Kosovo,YVOW ABYK,Online,L,12/14/2016,328721082,12/18/2016,4728,194.89,609.6,4670959.87,169355.89,453226.08
Europe,Denmark,JTSBQPV,Offline,H,10/27/2014,184120833,10/31/2014,4301,400.68,75.97,657376.03,523486.19,299114.0
Europe,Liechtenstein,ZNVGEIJCUP,Offline,H,8/14/2016,933720576,10/1/2016,7523,154.06,74.0,2118060.1,122818.12,939287.12
Europe,Latvia,FGIPCAOVI,Online,H,3/14/2014,765101468,4/6/2014,9382,872.4,295.75,6681500.2,2470562.06,1975376.04
Europe,Armenia,FDKLCUGLN,Offline,M,9/3/2012,516460692,9/24/2012,1051,989.45,840.03,417131.02,290964.69,234259.49
Europe,Ukraine,NJDZ,Offline,H,4/25/2017,783594977,5/1/2017,2022,829.4,620.06,722732.46,832300.2,438466.3
Europe,Romania,KYUTZQ,Online,L,4/3/2016,406270396,5/19/2016,3293,292.81,88.89,329758.78,320404.83,181576.02
Europe,Kosovo,ZNVGEIJCUP,Online,L,1/13/2010,805095136,1/20/2010,4396,154.06,74.0,100434.82,306207.75,648757.53
Europe,United Kingdom,BNBVXP,Online,M,10/1/2011,985417258,10/21/2011,5720,970.5,981.46,1392740.0,321042.2,354155.1
Europe,Serbia,BNBVXP,Offline,M,6/15/2013,443125665,7/9/2013,9586,970.5,981.46,5054075.6,3244195.69,701843.85
Europe,Belgium,STBZQKASF,Online,L,6/23/2014,931477820,7/19/2014,3841,68.74,89.25,337176.62,678356.46,60150.06
Europe,United Kingdom,WKDGNQJQ DOKJ,Offline,H,12/23/2013,387098824,1/4/2014,9999,51.61,54.89,362790.85,705138.68,971287.15
Europe,Denmark,NJDZ,Offline,M,8/12/2012,595922315,9/4/2012,5510,829.4,620.06,3968129.6,4638972.9,529862.0
Europe,Slovakia,BKXKLU DDPSOJWD,Online,M,3/23/2016,653909957,4/6/2016,5342,458.83,555.36,6979237.39,1207835.75,936766.7
Europe,Serbia,STBZQKASF,Offline,H,8/11/2012,103435266,9/18/2012,7648,68.74,89.25,141743.4,504371.46,427323.47
Europe,Sweden,NJDZ,Offline,L,12/12/2016,863202941,12/13/2016,9787,829.4,620.06,2524623.05,3569221.03,755115.4
Europe,Cyprus,JTSBQPV,Offline,M,3/8/2014,396552217,4/24/2014,7468,400.68,75.97,816103.04,494109.08,878099.67
Europe,United Kingdom,FGIPCAOVI,Offline,M,5/6/2015,801352488,5/23/2015,6864,872.4,295.75,8151546.5,8669352.08,2713988.18
Europe,Luxembourg,SMSUAK,Online,H,10/7/2011,479234206,11/14/2011,4906,7.6,2.21,61359.7,40581.18,45926.18
Europe,Romania,NJDZ,Offline,M,2/19/2010,627003753,3/26/2010,3199,829.4,620.06,3110608.33,8961951.34,267855.1
Europe,France,SMSUAK,Offline,C,3/12/2017,393709933,4/25/2017,6373,7.6,2.21,59460.09,72686.87,70606.19
Europe,Latvia,STBZQKASF,Offline,L,2/20/2016,136624276,3/8/2016,9014,68.74,89.25,840468.7,286555.06,250293.51
Europe,United Kingdom,JTSBQPV,Online,L,9/3/2010,251823222,10/1/2010,8942,400.68,75.97,616228.56,839089.59,783097.62
Europe,Macedonia,YVOW ABYK,Offline,H,4/1/2014,200354850,5/4/2014,8307,194.89,609.6,1874866.61,9360863.09,796309.02
Europe,Germany,NJDZ,Offline,H,5/2/2017,692757356,5/12/2017,1151,829.4,620.06,653942.15,197131.29,65167.2
Europe,Liechtenstein,YVOW ABYK,Offline,L,10/12/2012,651895511,11/1/2012,9223,194.89,609.6,7954133.49,2931047.43,272039.51
Europe,Lithuania,JTSBQPV,Offline,C,6/26/2016,156158483,8/5/2016,9620,400.68,75.97,9901809.8,306061.6,909748.6
Europe,Serbia,KYUTZQ,Offline,C,11/18/2013,703966844,11/30/2013,8288,292.81,88.89,1264583.04,401313.26,391522.02
Europe,Slovenia,FDKLCUGLN,Offline,L,2/11/2017,736240041,2/20/2017,8644,989.45,840.03,3201436.87,6602360.63,7584062.73
Europe,Montenegro,FGIPCAOVI,Online,C,5/22/2015,357434880,6/29/2015,1779,872.4,295.75,283586.4,468464.07,816822.58
Europe,Russia,JTSBQPV,Offline,H,8/15/2015,358624064,10/3/2015,3685,400.68,75.97,417930.6,257949.3,451042.7
Europe,Spain,ZNVGEIJCUP,Online,M,11/12/2011,103762280,12/14/2011,4419,154.06,74.0,892339.61,803578.9,536432.66
Europe,Slovenia,YVOW ABYK,Offline,M,3/12/2013,144743001,4/21/2013,1525,194.89,609.6,252645.0,388499.6,867551.2
Europe,Iceland,STBZQKASF,Online,L,2/11/2017,439204919,2/19/2017,9350,68.74,89.25,323985.9,740628.7,728734.0
Europe,Malta,SMSUAK,Offline,C,2/3/2010,114954173,2/11/2010,6349,7.6,2.21,39338.6,43935.08,15301.09
Europe,Norway,STBZQKASF,Offline,L,12/22/2012,238170993,2/7/2013,8944,68.74,89.25,409128.9,507494.73,140063.04
Europe,Italy,JTSBQPV,Online,M,4/2/2012,134790503,4/26/2012,6360,400.68,75.97,173168.4,834943.7,970888.7
Europe,Montenegro,ZNVGEIJCUP,Online,H,3/30/2013,409112679,5/18/2013,4388,154.06,74.0,992973.66,647079.56,574622.42
Europe,Italy,NJDZ,Offline,H,7/19/2013,727175891,9/7/2013,6360,829.4,620.06,1457825.7,8302034.5,517897.0
Europe,Sweden,FGIPCAOVI,Online,L,10/26/2012,638593900,12/12/2012,2981,872.4,295.75,6704746.0,529566.34,442586.74
Europe,Albania,STBZQKASF,Offline,H,4/28/2013,833473765,5/25/2013,2264,68.74,89.25,589629.7,23434.42,87015.5
Europe,Denmark,FGIPCAOVI,Offline,M,7/8/2014,606224572,7/15/2014,4177,872.4,295.75,9039133.4,7620232.31,602892.13
Europe,Cyprus,JTSBQPV,Online,H,1/6/2012,325314033,1/30/2012,6506,400.68,75.97,467476.86,233175.04,231013.67
Europe,Kosovo,NJDZ,Offline,M,11/19/2012,159805858,12/17/2012,8959,829.4,620.06,8447745.54,6950742.67,292606.6
Europe,Switzerland,KYUTZQ,Online,H,4/6/2012,722248780,4/8/2012,8319,292.81,88.89,1269313.02,211768.51,847315.66
Europe,Spain,ZNVGEIJCUP,Online,H,6/1/2015,399115979,6/24/2015,6142,154.06,74.0,882086.79,558492.06,350494.7
Europe,Kosovo,FDKLCUGLN,Offline,M,11/25/2015,792792594,1/2/2016,3801,989.45,840.03,6331560.05,7056962.28,709677.28
Europe,Portugal,FGIPCAOVI,Offline,C,5/24/2013,626453149,6/10/2013,263,872.4,295.75,711713.3,52082.73,31019.63
Europe,Armenia,KYUTZQ,Offline,L,7/31/2013,737095344,9/13/2013,1747,292.81,88.89,853161.26,759084.29,18358.63
Europe,San Marino,SMSUAK,Offline,L,9/18/2016,708320605,10/5/2016,6662,7.6,2.21,42613.42,46101.04,57000.28
Europe,Lithuania,BKXKLU DDPSOJWD,Offline,M,3/5/2013,433079183,4/19/2013,6609,458.83,555.36,3037642.84,8800118.89,492431.67
Europe,Georgia,WKDGNQJQ DOKJ,Offline,L,5/22/2012,604494225,6/25/2012,2129,51.61,54.89,317400.11,712532.73,95809.25
Europe,Macedonia,SMSUAK,Online,M,12/30/2010,707718932,1/6/2011,8614,7.6,2.21,12571.41,62440.74,66816.76
Europe,Sweden,FDKLCUGLN,Offline,C,6/24/2011,656689155,8/9/2011,7769,989.45,840.03,8444002.06,4731232.46,7845620.89
Europe,Macedonia,STBZQKASF,Offline,M,2/25/2016,935907542,3/21/2016,4695,68.74,89.25,299227.23,149254.05,63375.6
Europe,Ireland,FDKLCUGLN,Offline,C,3/14/2015,421660268,4/11/2015,7498,989.45,840.03,2185575.21,6883639.17,1113306.84
Europe,San Marino,FGIPCAOVI,Offline,C,8/22/2014,447183310,9/19/2014,334,872.4,295.75,646935.4,56904.35,21919.41
Europe,Estonia,ZNVGEIJCUP,Offline,L,12/7/2011,127694451,12/27/2011,6481,154.06,74.0,204239.33,980608.94,501860.72
Europe,Vatican City,NJDZ,Offline,M,6/13/2012,697617518,7/7/2012,9381,829.4,620.06,3957750.09,3031152.58,931006.4
Europe,United Kingdom,WKDGNQJQ DOKJ,Offline,L,1/22/2015,311688840,2/14/2015,4509,51.61,54.89,259726.11,255525.03,964493.7
Europe,Cyprus,FGIPCAOVI,Offline,M,11/6/2015,385080945,11/7/2015,2864,872.4,295.75,1470379.4,586666.88,181945.4
Europe,Spain,FDKLCUGLN,Offline,M,4/23/2012,309148681,5/5/2012,2819,989.45,840.03,6921292.04,2624355.6,451240.06
Europe,Serbia,YVOW ABYK,Offline,L,2/21/2014,630219399,3/14/2014,4780,194.89,609.6,4494307.4,219072.9,124886.2
Europe,Denmark,KYUTZQ,Online,H,4/13/2012,585677134,5/4/2012,3734,292.81,88.89,349650.47,759685.91,415833.55
Europe,Italy,FDKLCUGLN,Online,C,12/23/2016,692704999,1/24/2017,5657,989.45,840.03,7322074.94,4335191.58,483312.88
Europe,Iceland,FGIPCAOVI,Online,M,2/9/2011,942454278,3/29/2011,2019,872.4,295.75,787799.7,938543.25,658978.81
Europe,Kosovo,BKXKLU DDPSOJWD,Offline,H,5/19/2015,150293242,6/21/2015,3965,458.83,555.36,1172407.31,9816977.5,463486.45
Europe,Germany,BKXKLU DDPSOJWD,Offline,H,12/19/2013,236042392,1/26/2014,9044,458.83,555.36,8345889.19,4579458.68,4104968.0
Europe,Italy,YVOW ABYK,Offline,L,6/15/2012,314782178,7/12/2012,9896,194.89,609.6,6957782.9,7610740.61,335700.38
Europe,Belgium,FGIPCAOVI,Offline,M,7/27/2016,193472945,9/13/2016,1799,872.4,295.75,158410.1,181302.0,886779.41
Europe,Monaco,FGIPCAOVI,Offline,H,9/27/2010,434013879,11/5/2010,3206,872.4,295.75,7238679.3,668139.67,610328.07
Europe,Greece,BNBVXP,Online,L,8/26/2015,431240689,10/13/2015,2558,970.5,981.46,724999.6,137695.34,295632.59
Europe,Switzerland,NJDZ,Offline,L,4/26/2012,643259227,4/26/2012,3555,829.4,620.06,1116112.3,3410666.76,974916.0
Europe,Czech Republic,FGIPCAOVI,Online,H,6/6/2017,151312482,7/12/2017,5581,872.4,295.75,7514606.6,8650626.3,555022.95
Europe,Austria,SMSUAK,Online,M,7/31/2012,750047194,9/18/2012,4487,7.6,2.21,83861.21,31050.04,71515.61
Europe,Switzerland,SMSUAK,Offline,L,11/29/2015,721318805,12/9/2015,3118,7.6,2.21,42881.8,36110.64,6737.16
Europe,Vatican City,STBZQKASF,Offline,H,2/13/2012,599997556,2/14/2012,1465,68.74,89.25,81787.59,70728.65,31198.3
Europe,Estonia,STBZQKASF,Online,M,11/28/2016,826677262,1/9/2017,1027,68.74,89.25,39338.72,47888.88,27548.84
Europe,Poland,STBZQKASF,Offline,H,7/5/2011,735445678,7/22/2011,3574,68.74,89.25,929029.3,238602.33,72464.12
Europe,San Marino,ZNVGEIJCUP,Offline,L,10/14/2012,354270303,11/27/2012,5310,154.06,74.0,932808.5,558182.9,738935.6
Europe,Spain,BNBVXP,Offline,H,12/4/2010,806662404,12/7/2010,8186,970.5,981.46,2015774.0,160129.44,552729.48
Europe,Netherlands,WKDGNQJQ DOKJ,Offline,C,11/13/2013,933699119,11/24/2013,1173,51.61,54.89,58132.25,35821.35,82358.6
Europe,Switzerland,YVOW ABYK,Offline,C,6/27/2015,726223170,7/31/2015,4429,194.89,609.6,4771547.86,451583.08,631512.8
Europe,Czech Republic,NJDZ,Online,M,1/9/2015,692555224,2/1/2015,1336,829.4,620.06,563645.04,571674.94,83776.6
Europe,Estonia,ZNVGEIJCUP,Online,L,2/28/2011,134121024,4/8/2011,8246,154.06,74.0,1844151.17,464466.42,391144.72
Europe,Estonia,JTSBQPV,Offline,C,12/18/2016,660312926,1/5/2017,123,400.68,75.97,74178.54,9765.69,6840.55
Europe,Ukraine,FGIPCAOVI,Online,C,7/8/2014,140461766,7/20/2014,4613,872.4,295.75,5035004.3,5001432.46,764365.45
Europe,Ukraine,BNBVXP,Offline,C,2/13/2011,741964948,2/26/2011,2771,970.5,981.46,562849.7,111334.57,746445.02
Europe,San Marino,KYUTZQ,Offline,C,7/22/2017,476453721,8/10/2017,2099,292.81,88.89,966797.26,277637.49,805781.64
Europe,Belgium,SMSUAK,Online,M,4/28/2011,111496055,6/4/2011,3015,7.6,2.21,15813.66,14875.6,7401.88
Europe,Slovakia,ZNVGEIJCUP,Online,L,12/25/2015,628515231,2/1/2016,479,154.06,74.0,29764.8,84925.57,55793.23
Europe,Slovakia,BKXKLU DDPSOJWD,Offline,M,3/2/2010,601894414,3/19/2010,2787,458.83,555.36,8973994.35,8834670.45,250751.83
Europe,Bosnia and Herzegovina,KYUTZQ,Offline,L,7/14/2011,954040992,8/27/2011,785,292.81,88.89,506978.1,55002.4,92341.7
Europe,Czech Republic,BKXKLU DDPSOJWD,Online,M,5/9/2014,865824210,5/14/2014,5479,458.83,555.36,7744668.5,9285499.55,221317.32
Europe,Belgium,JTSBQPV,Offline,M,9/20/2016,761887109,10/14/2016,8181,400.68,75.97,786396.25,293207.04,469921.41
Europe,Romania,BKXKLU DDPSOJWD,Online,L,9/27/2015,160578763,10/30/2015,7679,458.83,555.36,1488170.36,4308700.69,677403.68
Europe,Serbia,ZNVGEIJCUP,Offline,M,3/8/2011,992992675,3/9/2011,7454,154.06,74.0,1621649.59,200274.49,470571.02
Europe,Slovakia,JTSBQPV,Online,M,5/9/2015,231369769,5/16/2015,6311,400.68,75.97,689666.08,284165.04,911750.89
Europe,Lithuania,FGIPCAOVI,Online,M,3/28/2016,852392995,4/19/2016,884,872.4,295.75,876797.9,564090.62,153701.08
Europe,Macedonia,KYUTZQ,Offline,M,9/6/2012,597105491,10/20/2012,5639,292.81,88.89,476174.44,109732.24,825686.61
Europe,Andorra,SMSUAK,Offline,L,3/4/2016,716054379,3/26/2016,5258,7.6,2.21,68562.56,37758.87,19488.39
Europe,Austria,BKXKLU DDPSOJWD,Offline,C,3/21/2015,511712110,5/7/2015,5839,458.83,555.36,5937865.06,4141173.02,527768.25
Europe,Finland,YVOW ABYK,Offline,C,9/7/2014,481308305,10/16/2014,8678,194.89,609.6,8634754.33,4930487.0,831873.08
Europe,Andorra,FDKLCUGLN,Online,C,5/22/2014,266638886,6/19/2014,3227,989.45,840.03,7716670.76,7401593.13,569777.53
Europe,Moldova ,NJDZ,Online,H,9/17/2012,638314521,10/15/2012,306,829.4,620.06,883734.36,672987.72,53077.6
Europe,Switzerland,FGIPCAOVI,Online,M,4/15/2015,811977040,5/28/2015,905,872.4,295.75,232481.0,359022.39,976218.32
Europe,Netherlands,NJDZ,Online,M,10/9/2010,344160735,11/20/2010,3664,829.4,620.06,9137151.35,9041825.33,823379.6
Europe,Russia,FDKLCUGLN,Online,H,4/3/2017,549058330,5/11/2017,7416,989.45,840.03,6638168.01,3425800.99,6758075.62
Europe,Greece,NJDZ,Online,H,11/12/2013,969199979,12/7/2013,6666,829.4,620.06,7516497.42,3804750.0,810982.2
Europe,Spain,YVOW ABYK,Offline,L,5/22/2011,956594026,6/17/2011,6285,194.89,609.6,2540715.4,2937314.4,882358.6
Europe,Ukraine,STBZQKASF,Online,H,3/24/2015,712595832,3/28/2015,1797,68.74,89.25,55954.15,34256.57,28141.02
Europe,Italy,YVOW ABYK,Offline,C,6/26/2010,748357188,7/20/2010,4377,194.89,609.6,3245917.84,323998.22,330308.96
Europe,Estonia,SMSUAK,Offline,L,2/25/2013,898211562,3/12/2013,9616,7.6,2.21,79694.61,96709.28,78429.85
Europe,Ireland,BKXKLU DDPSOJWD,Offline,C,6/15/2014,729373586,7/5/2014,6707,458.83,555.36,9771879.93,8909242.14,232778.12
Europe,Norway,SMSUAK,Offline,M,12/20/2011,991761863,12/24/2011,3229,7.6,2.21,76653.93,34202.81,5135.14
Europe,Latvia,WKDGNQJQ DOKJ,Offline,C,10/29/2011,160751283,11/13/2011,8732,51.61,54.89,756486.05,576972.84,759626.79
Europe,Macedonia,FDKLCUGLN,Online,H,2/22/2017,241392648,3/16/2017,2304,989.45,840.03,1539694.08,6721112.83,108346.38
Europe,Malta,NJDZ,Online,H,3/24/2015,901789844,5/5/2015,8509,829.4,620.06,3589862.01,3138627.26,964112.2
Europe,Portugal,BKXKLU DDPSOJWD,Online,M,11/21/2016,410229337,12/22/2016,4832,458.83,555.36,3755253.15,7947594.4,624033.0
Europe,Switzerland,STBZQKASF,Online,L,4/4/2017,837906920,5/16/2017,4133,68.74,89.25,242242.7,131388.07,87600.0
Europe,Slovakia,FDKLCUGLN,Online,C,1/30/2016,704361665,3/1/2016,5124,989.45,840.03,8353652.9,4932898.79,411660.25
Europe,Austria,KYUTZQ,Offline,M,7/11/2013,400267398,7/20/2013,6873,292.81,88.89,6214992.43,205961.76,699311.95
Europe,France,NJDZ,Online,C,5/19/2014,531281936,6/3/2014,6986,829.4,620.06,4558124.53,4711760.03,572244.9
Europe,Greece,FGIPCAOVI,Online,C,6/20/2017,900808799,6/28/2017,8196,872.4,295.75,6280609.5,2351689.35,3714107.81
Europe,Czech Republic,NJDZ,Online,H,1/22/2015,756395232,3/13/2015,3013,829.4,620.06,5350161.58,2069929.03,672568.2
Europe,Ireland,JTSBQPV,Online,C,10/2/2012,261187350,10/3/2012,9996,400.68,75.97,3189752.9,267653.08,855202.34
Europe,Slovenia,JTSBQPV,Offline,L,5/16/2014,188866841,5/20/2014,8750,400.68,75.97,279147.0,142505.0,104097.0
Europe,Cyprus,FDKLCUGLN,Online,C,6/18/2012,709071195,8/2/2012,8778,989.45,840.03,5866074.06,9807066.87,1754668.56
Europe,Belarus,BNBVXP,Online,L,12/15/2012,674060428,12/17/2012,8315,970.5,981.46,6111292.3,953094.57,565239.59
Europe,San Marino,FGIPCAOVI,Offline,C,10/27/2016,284595954,10/29/2016,7122,872.4,295.75,7888673.1,8417267.3,2524553.67
Europe,Iceland,YVOW ABYK,Offline,C,5/6/2016,580314862,5/12/2016,6918,194.89,609.6,1766027.04,9539865.64,511367.71
Europe,Luxembourg,KYUTZQ,Online,L,2/21/2013,437604176,4/7/2013,5655,292.81,88.89,241978.5,411599.2,686256.7
Europe,Italy,STBZQKASF,Offline,H,12/5/2014,994978797,1/2/2015,5192,68.74,89.25,101189.2,282876.88,26380.13
Europe,Greece,STBZQKASF,Offline,H,4/30/2017,317006051,6/5/2017,7990,68.74,89.25,612986.4,856671.6,344930.4
Europe,Montenegro,WKDGNQJQ DOKJ,Online,H,4/19/2012,933642041,5/19/2012,4282,51.61,54.89,243884.1,217664.63,843360.04
Europe,Italy,BKXKLU DDPSOJWD,Offline,M,6/9/2016,764592492,7/19/2016,8764,458.83,555.36,3250434.12,6799641.63,9492798.0
Europe,Hungary,JTSBQPV,Offline,C,6/25/2013,931559789,7/5/2013,8098,400.68,75.97,558941.17,587430.46,318538.39
Europe,Germany,STBZQKASF,Offline,L,11/26/2015,682314765,12/20/2015,956,68.74,89.25,41716.6,62676.93,73249.14
Europe,Spain,KYUTZQ,Online,C,11/11/2016,485165965,12/14/2016,245,292.81,88.89,75922.0,69094.6,80908.5
Europe,Netherlands,STBZQKASF,Online,C,3/4/2010,601422345,3/20/2010,3092,68.74,89.25,247440.5,38178.39,11190.83
Europe,Albania,FDKLCUGLN,Offline,M,3/31/2012,999879729,5/6/2012,5486,989.45,840.03,3965446.23,8560361.93,884924.31
Europe,Latvia,FGIPCAOVI,Offline,H,3/5/2012,246603858,4/15/2012,4417,872.4,295.75,9150508.0,8884828.23,423486.94
Europe,Slovakia,STBZQKASF,Online,L,10/23/2013,291531503,10/26/2013,9505,68.74,89.25,571135.75,426125.43,233555.6
Europe,Kosovo,BNBVXP,Offline,H,7/18/2017,483655774,8/5/2017,3346,970.5,981.46,249997.8,391850.06,121763.54
Europe,Armenia,WKDGNQJQ DOKJ,Online,C,12/10/2010,840747058,12/26/2010,4593,51.61,54.89,682733.83,985553.1,202256.36
Europe,Bosnia and Herzegovina,FGIPCAOVI,Offline,H,2/12/2012,205354487,2/20/2012,7811,872.4,295.75,7225515.4,1879921.78,9830311.26
Europe,Finland,BNBVXP,Online,H,7/16/2011,280192410,8/28/2011,4016,970.5,981.46,489592.5,349936.47,583532.75
Europe,Germany,ZNVGEIJCUP,Offline,C,3/14/2011,465753209,3/14/2011,5579,154.06,74.0,627099.81,433018.94,212737.54
Europe,Sweden,WKDGNQJQ DOKJ,Online,C,4/26/2011,587846076,5/24/2011,5572,51.61,54.89,268600.81,770809.84,455018.1
Europe,Armenia,BNBVXP,Offline,H,9/10/2011,580342328,10/14/2011,5046,970.5,981.46,2183107.4,590937.06,139432.13
Europe,Switzerland,NJDZ,Online,C,4/21/2012,877084767,6/9/2012,7728,829.4,620.06,1013422.79,1348864.8,163894.0
Europe,Norway,JTSBQPV,Online,C,4/29/2012,709105527,5/1/2012,8938,400.68,75.97,238491.34,913892.17,729184.3
Europe,San Marino,NJDZ,Online,H,5/23/2016,614321839,7/5/2016,339,829.4,620.06,165283.06,634077.58,45832.3
Europe,Ukraine,FGIPCAOVI,Online,L,1/18/2011,329529607,1/23/2011,3988,872.4,295.75,1431065.9,1050160.04,745716.93
Europe,Ireland,SMSUAK,Online,L,5/30/2010,223869454,6/27/2010,6801,7.6,2.21,32928.02,36078.59,58235.83
Europe,Czech Republic,BKXKLU DDPSOJWD,Offline,H,5/11/2012,189108455,6/30/2012,249,458.83,555.36,289563.05,130715.04,14925.52
Europe,Sweden,SMSUAK,Offline,L,1/14/2015,452471768,2/10/2015,5306,7.6,2.21,46751.25,97152.75,29539.0
Europe,Germany,BNBVXP,Offline,M,4/30/2016,174218118,6/13/2016,3867,970.5,981.46,233708.7,334876.37,643743.71
Europe,Germany,NJDZ,Online,H,5/28/2017,820437371,6/11/2017,4505,829.4,620.06,9203073.18,9903353.46,757101.0
Europe,Slovenia,WKDGNQJQ DOKJ,Offline,L,2/6/2012,410291135,2/22/2012,3119,51.61,54.89,760188.8,564059.95,22351.17
Europe,Andorra,YVOW ABYK,Offline,C,6/24/2017,174614226,8/13/2017,1085,194.89,609.6,250447.5,222175.0,436751.4
Europe,Vatican City,KYUTZQ,Offline,L,6/2/2011,118859469,7/1/2011,2013,292.81,88.89,914714.3,604942.94,733604.25
Europe,Belarus,FGIPCAOVI,Offline,H,7/30/2015,669550883,9/16/2015,3840,872.4,295.75,1304104.0,4317391.8,400592.2
Europe,United Kingdom,WKDGNQJQ DOKJ,Online,M,6/17/2012,439114367,6/26/2012,2554,51.61,54.89,367596.41,360281.83,41859.86
Europe,Moldova ,FDKLCUGLN,Online,M,1/31/2011,582563626,2/19/2011,2378,989.45,840.03,1589146.06,3797826.27,364179.95
Europe,Latvia,KYUTZQ,Online,M,2/8/2013,943274819,3/8/2013,4836,292.81,88.89,541293.99,211113.44,266657.04
Europe,Hungary,BKXKLU DDPSOJWD,Online,H,12/5/2010,313821303,1/17/2011,5552,458.83,555.36,4017038.68,6123003.01,813613.0
Europe,Slovakia,STBZQKASF,Online,M,9/2/2015,431753098,10/19/2015,4191,68.74,89.25,221351.67,351640.13,65631.06
Europe,Bosnia and Herzegovina,FDKLCUGLN,Online,C,12/28/2011,969289243,2/2/2012,3082,989.45,840.03,8346106.17,1673232.82,111458.16
Europe,Norway,KYUTZQ,Offline,M,7/17/2011,861982858,9/4/2011,8738,292.81,88.89,1333244.04,509803.38,359403.68
Europe,Italy,NJDZ,Online,M,2/21/2016,290317428,4/2/2016,233,829.4,620.06,29526.01,38140.37,43318.3
Europe,Slovenia,JTSBQPV,Offline,C,6/2/2016,105030000,6/13/2016,9566,400.68,75.97,4258428.34,296585.07,702527.04
Europe,Belgium,STBZQKASF,Online,H,8/31/2015,960213077,10/16/2015,7242,68.74,89.25,736174.1,243004.64,929461.11
Europe,Hungary,FGIPCAOVI,Offline,L,5/27/2014,743619334,7/9/2014,2341,872.4,295.75,2252060.1,189064.66,563090.02
Europe,Ireland,BKXKLU DDPSOJWD,Offline,H,12/15/2016,263977277,1/10/2017,5597,458.83,555.36,3030833.59,1970441.76,416979.58
Europe,Montenegro,BKXKLU DDPSOJWD,Offline,H,4/23/2011,819152915,4/24/2011,4406,458.83,555.36,2044584.82,7260705.42,431503.2
Europe,France,WKDGNQJQ DOKJ,Offline,C,8/13/2015,980598723,9/24/2015,9808,51.61,54.89,151464.36,324092.62,466806.89
Europe,Andorra,JTSBQPV,Offline,L,5/18/2011,974147260,6/8/2011,677,400.68,75.97,53003.19,22664.8,20807.09
Europe,Finland,BKXKLU DDPSOJWD,Online,H,12/21/2011,719404351,1/10/2012,6589,458.83,555.36,1662006.76,5326683.89,844028.67
Europe,Georgia,WKDGNQJQ DOKJ,Offline,L,7/24/2015,643770778,7/31/2015,4934,51.61,54.89,582460.56,550254.45,123646.04
Europe,Armenia,NJDZ,Offline,C,10/1/2016,645309722,11/6/2016,342,829.4,620.06,796590.59,592333.74,86956.1
Europe,Malta,BNBVXP,Offline,M,7/20/2013,469144809,8/24/2013,9229,970.5,981.46,2716596.6,2597343.77,673052.75
Europe,Norway,FGIPCAOVI,Online,L,7/20/2011,821916663,8/26/2011,2260,872.4,295.75,588904.0,915871.6,523680.4
Europe,Austria,FDKLCUGLN,Offline,M,8/27/2010,835265910,10/1/2010,2599,989.45,840.03,7212569.65,8565951.38,761044.5
Europe,Greece,FDKLCUGLN,Online,L,9/26/2013,195259082,10/11/2013,356,989.45,840.03,231139.02,465617.27,26078.58
Europe,Cyprus,JTSBQPV,Online,C,5/17/2012,593158566,6/25/2012,7656,400.68,75.97,728129.01,274391.04,779378.81
Europe,Serbia,ZNVGEIJCUP,Offline,C,3/22/2014,717833220,4/3/2014,1657,154.06,74.0,524300.78,150671.01,417771.71
Europe,Belgium,ZNVGEIJCUP,Online,H,5/26/2013,682066285,7/13/2013,7426,154.06,74.0,5246412.98,472694.87,162660.38
Europe,Greece,BNBVXP,Online,H,1/24/2013,412215459,1/31/2013,2569,970.5,981.46,691900.0,936411.58,681904.65
Europe,Bosnia and Herzegovina,BKXKLU DDPSOJWD,Offline,C,5/2/2010,152746713,5/8/2010,2,458.83,555.36,9510.53,7127.92,853.1
Europe,Italy,BNBVXP,Online,M,1/6/2013,715309798,2/10/2013,4920,970.5,981.46,6010091.0,181980.5,686504.8
Europe,Belarus,SMSUAK,Online,L,8/1/2010,466517961,9/7/2010,1886,7.6,2.21,20250.19,71838.75,7522.54
Europe,Latvia,NJDZ,Offline,C,7/24/2011,825065791,8/28/2011,4157,829.4,620.06,1402027.94,2288616.16,232225.5
Europe,Iceland,BKXKLU DDPSOJWD,Online,L,2/18/2015,384976232,4/3/2015,1877,458.83,555.36,9199636.23,151979.11,683779.55
Europe,Hungary,BKXKLU DDPSOJWD,Offline,C,9/18/2015,467924726,10/20/2015,8179,458.83,555.36,9305975.73,8977416.6,8524771.33
Europe,Greece,BNBVXP,Offline,L,10/23/2011,280477797,10/24/2011,8468,970.5,981.46,9493313.9,199001.64,501707.82
Europe,Bulgaria,SMSUAK,Online,L,3/12/2016,774698626,4/7/2016,9394,7.6,2.21,87646.02,18081.21,76285.4
Europe,Slovenia,BNBVXP,Online,M,2/21/2012,652501904,3/25/2012,8668,970.5,981.46,7047679.1,8895013.37,700484.99
Europe,Bulgaria,FDKLCUGLN,Online,M,5/31/2017,688903129,7/2/2017,600,989.45,840.03,512280.0,948284.0,23768.0
