Original,Replacement,SourceFile,ColumnName,Type
48750,49460.0,US Sales Data.xlsx,Operating Profit,numeric
153562.50000000003,174050.29425055438,US Sales Data.xlsx,Operating Profit,numeric
48125.00000000001,13446.29239008132,US Sales Data.xlsx,Operating Profit,numeric
52812.5,16758.8,US Sales Data.xlsx,Operating Profit,numeric
36562.5,95330.8,US Sales Data.xlsx,Operating Profit,numeric
119437.50000000001,380893.25975829526,US Sales Data.xlsx,Operating Profit,numeric
62562.500000000015,69780.43064797927,US Sales Data.xlsx,Operating Profit,numeric
24375.000000000004,95655.14042292535,US Sales Data.xlsx,Operating Profit,numeric
28125.000000000004,90294.75318995237,US Sales Data.xlsx,Operating Profit,numeric
111562.50000000003,173553.51408839645,US Sales Data.xlsx,Operating Profit,numeric
52000.000000000015,10590.952309633729,US Sales Data.xlsx,Operating Profit,numeric
48750.00000000001,45951.55129768128,US Sales Data.xlsx,Operating Profit,numeric
51562.50000000001,95186.52962492478,US Sales Data.xlsx,Operating Profit,numeric
157500.00000000003,736387.4159794032,US Sales Data.xlsx,Operating Profit,numeric
91000.00000000003,79504.63561143591,US Sales Data.xlsx,Operating Profit,numeric
41562.5,48595.7,US Sales Data.xlsx,Operating Profit,numeric
38499.99999999999,68695.81041150306,US Sales Data.xlsx,Operating Profit,numeric
56249.999999999985,22597.663529468584,US Sales Data.xlsx,Operating Profit,numeric
37812.49999999999,50763.31243338558,US Sales Data.xlsx,Operating Profit,numeric
71499.99999999999,60780.33747238922,US Sales Data.xlsx,Operating Profit,numeric
39000,80069.0,US Sales Data.xlsx,Operating Profit,numeric
31250,40719.0,US Sales Data.xlsx,Operating Profit,numeric
12375.000000000002,29422.813222557485,US Sales Data.xlsx,Operating Profit,numeric
72187.49999999999,20654.10252082913,US Sales Data.xlsx,Operating Profit,numeric
142500,212652.0,US Sales Data.xlsx,Operating Profit,numeric
126875,731254.0,US Sales Data.xlsx,Operating Profit,numeric
89062.5,75814.0,US Sales Data.xlsx,Operating Profit,numeric
260000,677522.0,US Sales Data.xlsx,Operating Profit,numeric
110500.00000000003,753421.5088254679,US Sales Data.xlsx,Operating Profit,numeric
70125,90144.0,US Sales Data.xlsx,Operating Profit,numeric
220000,817681.0,US Sales Data.xlsx,Operating Profit,numeric
108750.00000000003,631026.9329250049,US Sales Data.xlsx,Operating Profit,numeric
60937.500000000015,81311.3902947875,US Sales Data.xlsx,Operating Profit,numeric
52812.500000000015,71797.311448557,US Sales Data.xlsx,Operating Profit,numeric
39375.00000000001,74151.81517681565,US Sales Data.xlsx,Operating Profit,numeric
65312.50000000001,44569.47807768323,US Sales Data.xlsx,Operating Profit,numeric
61750.000000000015,26458.418045630217,US Sales Data.xlsx,Operating Profit,numeric
45000.00000000001,11257.44766457617,US Sales Data.xlsx,Operating Profit,numeric
37812.50000000001,23603.67604227309,US Sales Data.xlsx,Operating Profit,numeric
72187.50000000001,60291.78494197772,US Sales Data.xlsx,Operating Profit,numeric
72000.00000000001,31520.12342534065,US Sales Data.xlsx,Operating Profit,numeric
58437.50000000001,46948.88143463759,US Sales Data.xlsx,Operating Profit,numeric
65000.000000000015,91726.82606426485,US Sales Data.xlsx,Operating Profit,numeric
47812.50000000001,64562.60755679751,US Sales Data.xlsx,Operating Profit,numeric
131250.00000000003,192693.25132825936,US Sales Data.xlsx,Operating Profit,numeric
119000.00000000003,731335.7982126845,US Sales Data.xlsx,Operating Profit,numeric
100000.00000000001,928259.2611861025,US Sales Data.xlsx,Operating Profit,numeric
199500.00000000003,660030.3960643596,US Sales Data.xlsx,Operating Profit,numeric
51000,39554.0,US Sales Data.xlsx,Operating Profit,numeric
53125,88990.0,US Sales Data.xlsx,Operating Profit,numeric
24750.000000000004,29334.224306458487,US Sales Data.xlsx,Operating Profit,numeric
106875,486729.0,US Sales Data.xlsx,Operating Profit,numeric
22000.000000000004,70851.95077164266,US Sales Data.xlsx,Operating Profit,numeric
82874.99999999999,61163.8054323765,US Sales Data.xlsx,Operating Profit,numeric
22750,75081.0,US Sales Data.xlsx,Operating Profit,numeric
61250,63977.0,US Sales Data.xlsx,Operating Profit,numeric
126562.50000000003,911083.5532680742,US Sales Data.xlsx,Operating Profit,numeric
69062.5,73991.6,US Sales Data.xlsx,Operating Profit,numeric
82875,43874.0,US Sales Data.xlsx,Operating Profit,numeric
24750,64248.0,US Sales Data.xlsx,Operating Profit,numeric
160874.99999999997,113768.0936457938,US Sales Data.xlsx,Operating Profit,numeric
178500,576024.0,US Sales Data.xlsx,Operating Profit,numeric
146625,692356.0,US Sales Data.xlsx,Operating Profit,numeric
371250.00000000006,836881.7621881451,US Sales Data.xlsx,Operating Profit,numeric
243000,799162.0,US Sales Data.xlsx,Operating Profit,numeric
178125,788291.0,US Sales Data.xlsx,Operating Profit,numeric
199500,411359.0,US Sales Data.xlsx,Operating Profit,numeric
123500,752379.0,US Sales Data.xlsx,Operating Profit,numeric
321750.00000000006,369129.15278476506,US Sales Data.xlsx,Operating Profit,numeric
242250,590406.0,US Sales Data.xlsx,Operating Profit,numeric
175312.50000000003,283440.32684011274,US Sales Data.xlsx,Operating Profit,numeric
168000,366313.0,US Sales Data.xlsx,Operating Profit,numeric
76000,80570.0,US Sales Data.xlsx,Operating Profit,numeric
114750,247636.0,US Sales Data.xlsx,Operating Profit,numeric
81250.00000000001,77685.84148890316,US Sales Data.xlsx,Operating Profit,numeric
93437.50000000001,91468.75248054595,US Sales Data.xlsx,Operating Profit,numeric
61875.00000000001,85290.66874628539,US Sales Data.xlsx,Operating Profit,numeric
86625.00000000001,72356.44085811121,US Sales Data.xlsx,Operating Profit,numeric
97500.00000000001,33328.5622040202,US Sales Data.xlsx,Operating Profit,numeric
80750.00000000001,65580.09826341723,US Sales Data.xlsx,Operating Profit,numeric
243000.00000000006,639131.498263884,US Sales Data.xlsx,Operating Profit,numeric
170000.00000000003,889448.8894878916,US Sales Data.xlsx,Operating Profit,numeric
267187.50000000006,734826.1079155566,US Sales Data.xlsx,Operating Profit,numeric
172125,590660.0,US Sales Data.xlsx,Operating Profit,numeric
105875.00000000001,513169.9116123588,US Sales Data.xlsx,Operating Profit,numeric
182250,229454.0,US Sales Data.xlsx,Operating Profit,numeric
57000,18156.0,US Sales Data.xlsx,Operating Profit,numeric
176175,712579.0,US Sales Data.xlsx,Operating Profit,numeric
50312.5,78620.3,US Sales Data.xlsx,Operating Profit,numeric
167062.5,754528.3,US Sales Data.xlsx,Operating Profit,numeric
45937.5,38717.7,US Sales Data.xlsx,Operating Profit,numeric
215325.00000000003,367691.46048322204,US Sales Data.xlsx,Operating Profit,numeric
110687.50000000001,720588.2085050148,US Sales Data.xlsx,Operating Profit,numeric
203125,745270.0,US Sales Data.xlsx,Operating Profit,numeric
236250,598771.0,US Sales Data.xlsx,Operating Profit,numeric
120312.50000000001,900822.9991315239,US Sales Data.xlsx,Operating Profit,numeric
253750,648486.0,US Sales Data.xlsx,Operating Profit,numeric
277875,138799.0,US Sales Data.xlsx,Operating Profit,numeric
85937.50000000001,48431.08320091863,US Sales Data.xlsx,Operating Profit,numeric
94875.00000000001,95283.81230737636,US Sales Data.xlsx,Operating Profit,numeric
271250,709990.0,US Sales Data.xlsx,Operating Profit,numeric
270562.5,121535.9,US Sales Data.xlsx,Operating Profit,numeric
217500.00000000003,829297.7943278016,US Sales Data.xlsx,Operating Profit,numeric
210375.00000000003,121976.02377742919,US Sales Data.xlsx,Operating Profit,numeric
187500.00000000003,526416.2001912864,US Sales Data.xlsx,Operating Profit,numeric
216000.00000000003,147837.1337261468,US Sales Data.xlsx,Operating Profit,numeric
109375.00000000003,416472.835491838,US Sales Data.xlsx,Operating Profit,numeric
65625.00000000001,27507.19620826533,US Sales Data.xlsx,Operating Profit,numeric
209250.00000000003,764778.4196501302,US Sales Data.xlsx,Operating Profit,numeric
68125.00000000001,62586.44553302189,US Sales Data.xlsx,Operating Profit,numeric
125124.99999999999,102602.24835595387,US Sales Data.xlsx,Operating Profit,numeric
227500,225160.0,US Sales Data.xlsx,Operating Profit,numeric
255937.5,451708.4,US Sales Data.xlsx,Operating Profit,numeric
52062.5,41096.9,US Sales Data.xlsx,Operating Profit,numeric
164000,139607.0,US Sales Data.xlsx,Operating Profit,numeric
55000,91018.0,US Sales Data.xlsx,Operating Profit,numeric
205000,554755.0,US Sales Data.xlsx,Operating Profit,numeric
212500,833798.0,US Sales Data.xlsx,Operating Profit,numeric
218750,693911.0,US Sales Data.xlsx,Operating Profit,numeric
84375.00000000001,65155.07241078658,US Sales Data.xlsx,Operating Profit,numeric
200000,306972.0,US Sales Data.xlsx,Operating Profit,numeric
213125.00000000003,229204.57611167073,US Sales Data.xlsx,Operating Profit,numeric
78375,14203.0,US Sales Data.xlsx,Operating Profit,numeric
81900,79497.0,US Sales Data.xlsx,Operating Profit,numeric
220000.00000000003,932001.7981452881,US Sales Data.xlsx,Operating Profit,numeric
27000.000000000007,56622.24259487965,US Sales Data.xlsx,Operating Profit,numeric
67374.99999999999,94255.39793541096,US Sales Data.xlsx,Operating Profit,numeric
25000.000000000007,38514.61350265825,US Sales Data.xlsx,Operating Profit,numeric
58500.00000000001,78969.7171701285,US Sales Data.xlsx,Operating Profit,numeric
149187.49999999997,464765.80138821667,US Sales Data.xlsx,Operating Profit,numeric
147874.99999999994,607569.4432035455,US Sales Data.xlsx,Operating Profit,numeric
220500,460383.0,US Sales Data.xlsx,Operating Profit,numeric
252874.99999999997,826856.5150586083,US Sales Data.xlsx,Operating Profit,numeric
204750,583078.0,US Sales Data.xlsx,Operating Profit,numeric
163625,410406.0,US Sales Data.xlsx,Operating Profit,numeric
251999.99999999997,387046.47804367496,US Sales Data.xlsx,Operating Profit,numeric
217000,433729.0,US Sales Data.xlsx,Operating Profit,numeric
159250,425776.0,US Sales Data.xlsx,Operating Profit,numeric
119000,981029.0,US Sales Data.xlsx,Operating Profit,numeric
43750.00000000001,90017.79701495662,US Sales Data.xlsx,Operating Profit,numeric
35000.00000000001,66219.7281756051,US Sales Data.xlsx,Operating Profit,numeric
54000.000000000015,50780.12918783564,US Sales Data.xlsx,Operating Profit,numeric
61250.000000000015,59298.70720040717,US Sales Data.xlsx,Operating Profit,numeric
66000.00000000001,16887.10184696117,US Sales Data.xlsx,Operating Profit,numeric
127500.00000000003,618674.0948790262,US Sales Data.xlsx,Operating Profit,numeric
170625.00000000003,310682.8824751855,US Sales Data.xlsx,Operating Profit,numeric
196875.00000000006,894585.7342204154,US Sales Data.xlsx,Operating Profit,numeric
134750,779624.0,US Sales Data.xlsx,Operating Profit,numeric
152000.00000000003,360338.4788597839,US Sales Data.xlsx,Operating Profit,numeric
41999.999999999985,10252.588711040911,US Sales Data.xlsx,Operating Profit,numeric
39374.999999999985,89510.99804308345,US Sales Data.xlsx,Operating Profit,numeric
35625,45852.0,US Sales Data.xlsx,Operating Profit,numeric
34124.999999999985,38558.24849632242,US Sales Data.xlsx,Operating Profit,numeric
198750,499538.0,US Sales Data.xlsx,Operating Profit,numeric
104499.99999999999,414663.4156923981,US Sales Data.xlsx,Operating Profit,numeric
189750.00000000003,682168.3629139115,US Sales Data.xlsx,Operating Profit,numeric
226874.99999999997,362056.1515349894,US Sales Data.xlsx,Operating Profit,numeric
114999.99999999999,720319.5794548227,US Sales Data.xlsx,Operating Profit,numeric
74250,25063.0,US Sales Data.xlsx,Operating Profit,numeric
241312.50000000003,643851.2863916018,US Sales Data.xlsx,Operating Profit,numeric
270000,400463.0,US Sales Data.xlsx,Operating Profit,numeric
259187.50000000003,637077.8946913572,US Sales Data.xlsx,Operating Profit,numeric
262500,104666.0,US Sales Data.xlsx,Operating Profit,numeric
64312.49999999999,78761.56030656352,US Sales Data.xlsx,Operating Profit,numeric
185625.0000000001,889190.3550909536,US Sales Data.xlsx,Operating Profit,numeric
96000.00000000003,37559.17769263916,US Sales Data.xlsx,Operating Profit,numeric
58187.49999999999,32797.67027551464,US Sales Data.xlsx,Operating Profit,numeric
158125.00000000006,722463.1081174819,US Sales Data.xlsx,Operating Profit,numeric
187500.00000000006,506946.77119619853,US Sales Data.xlsx,Operating Profit,numeric
92000.00000000003,73226.88853721751,US Sales Data.xlsx,Operating Profit,numeric
51000.000000000015,76065.794974527,US Sales Data.xlsx,Operating Profit,numeric
56000.000000000015,96914.84116091515,US Sales Data.xlsx,Operating Profit,numeric
158812.50000000006,896453.7984889788,US Sales Data.xlsx,Operating Profit,numeric
168750.00000000006,491417.8299267704,US Sales Data.xlsx,Operating Profit,numeric
60075.000000000015,77178.48833073056,US Sales Data.xlsx,Operating Profit,numeric
74812.50000000001,12068.5432180116,US Sales Data.xlsx,Operating Profit,numeric
107999.99999999999,825663.7945254731,US Sales Data.xlsx,Operating Profit,numeric
223437.49999999994,653974.3266877342,US Sales Data.xlsx,Operating Profit,numeric
255000,892797.0,US Sales Data.xlsx,Operating Profit,numeric
129999.99999999999,356857.65182902117,US Sales Data.xlsx,Operating Profit,numeric
232374.99999999994,977169.6492213338,US Sales Data.xlsx,Operating Profit,numeric
44625,17867.0,US Sales Data.xlsx,Operating Profit,numeric
29749.999999999996,52493.52378269737,US Sales Data.xlsx,Operating Profit,numeric
27500.000000000007,21722.67760326823,US Sales Data.xlsx,Operating Profit,numeric
86800,56889.0,US Sales Data.xlsx,Operating Profit,numeric
30625.000000000007,65038.93877652932,US Sales Data.xlsx,Operating Profit,numeric
80500,22782.0,US Sales Data.xlsx,Operating Profit,numeric
19250.000000000007,52044.450126481184,US Sales Data.xlsx,Operating Profit,numeric
99200,41274.0,US Sales Data.xlsx,Operating Profit,numeric
39812.50000000001,24687.90504644527,US Sales Data.xlsx,Operating Profit,numeric
39374.99999999999,93734.88658520348,US Sales Data.xlsx,Operating Profit,numeric
87499.99999999999,45725.30843976003,US Sales Data.xlsx,Operating Profit,numeric
36750.000000000015,71501.62037534549,US Sales Data.xlsx,Operating Profit,numeric
32812.50000000001,23682.00299809781,US Sales Data.xlsx,Operating Profit,numeric
35000.000000000015,42811.36712136676,US Sales Data.xlsx,Operating Profit,numeric
118125,588167.0,US Sales Data.xlsx,Operating Profit,numeric
32500.000000000015,25376.075806112316,US Sales Data.xlsx,Operating Profit,numeric
95000,69838.0,US Sales Data.xlsx,Operating Profit,numeric
42000.000000000015,28380.957680347165,US Sales Data.xlsx,Operating Profit,numeric
16500.000000000004,10015.51502228921,US Sales Data.xlsx,Operating Profit,numeric
24062.5,45473.8,US Sales Data.xlsx,Operating Profit,numeric
69999.99999999999,60152.93920198877,US Sales Data.xlsx,Operating Profit,numeric
25812.500000000004,77587.90518698886,US Sales Data.xlsx,Operating Profit,numeric
47249.999999999985,68809.6846253799,US Sales Data.xlsx,Operating Profit,numeric
99999.99999999997,44026.96411912268,US Sales Data.xlsx,Operating Profit,numeric
116999.99999999999,399251.0198548207,US Sales Data.xlsx,Operating Profit,numeric
55124.999999999985,59786.358582543755,US Sales Data.xlsx,Operating Profit,numeric
112499.99999999997,934064.5898826409,US Sales Data.xlsx,Operating Profit,numeric
24937.500000000004,35186.75658411264,US Sales Data.xlsx,Operating Profit,numeric
26000.00000000001,48841.10453663767,US Sales Data.xlsx,Operating Profit,numeric
59375,71183.0,US Sales Data.xlsx,Operating Profit,numeric
22312.5,82516.8,US Sales Data.xlsx,Operating Profit,numeric
24000.00000000001,21243.41663539322,US Sales Data.xlsx,Operating Profit,numeric
80400.00000000001,72627.08117367367,US Sales Data.xlsx,Operating Profit,numeric
28000.000000000007,76898.01072746042,US Sales Data.xlsx,Operating Profit,numeric
17062.500000000007,70850.10843915463,US Sales Data.xlsx,Operating Profit,numeric
93800,19101.0,US Sales Data.xlsx,Operating Profit,numeric
39375.000000000015,79913.2416636357,US Sales Data.xlsx,Operating Profit,numeric
89999.99999999999,80112.0876545636,US Sales Data.xlsx,Operating Profit,numeric
29750.000000000007,78778.40663866614,US Sales Data.xlsx,Operating Profit,numeric
32000.000000000015,20970.5480699431,US Sales Data.xlsx,Operating Profit,numeric
41562.50000000001,93065.68622115614,US Sales Data.xlsx,Operating Profit,numeric
42500.000000000015,69601.14492373973,US Sales Data.xlsx,Operating Profit,numeric
64312.50000000001,84389.33351753502,US Sales Data.xlsx,Operating Profit,numeric
30000.000000000015,99558.45059978367,US Sales Data.xlsx,Operating Profit,numeric
12250.000000000002,84884.26720258662,US Sales Data.xlsx,Operating Profit,numeric
13000.000000000004,92087.75461821872,US Sales Data.xlsx,Operating Profit,numeric
69000,69889.0,US Sales Data.xlsx,Operating Profit,numeric
22000,83786.0,US Sales Data.xlsx,Operating Profit,numeric
24150.000000000007,58065.659758180824,US Sales Data.xlsx,Operating Profit,numeric
101249.99999999997,988041.0806934574,US Sales Data.xlsx,Operating Profit,numeric
48000.00000000001,45987.59914679191,US Sales Data.xlsx,Operating Profit,numeric
55999.99999999999,72895.72803946547,US Sales Data.xlsx,Operating Profit,numeric
44999.99999999999,94399.86292698557,US Sales Data.xlsx,Operating Profit,numeric
45000.000000000015,51158.72197366362,US Sales Data.xlsx,Operating Profit,numeric
95999.99999999999,78908.61529945928,US Sales Data.xlsx,Operating Profit,numeric
104999.99999999999,792555.1966844511,US Sales Data.xlsx,Operating Profit,numeric
35437.500000000015,94517.79421933772,US Sales Data.xlsx,Operating Profit,numeric
195999.99999999997,636968.1006903442,US Sales Data.xlsx,Operating Profit,numeric
237999.99999999997,456660.71092762693,US Sales Data.xlsx,Operating Profit,numeric
195499.99999999997,722201.5915223155,US Sales Data.xlsx,Operating Profit,numeric
192375,734436.0,US Sales Data.xlsx,Operating Profit,numeric
288750,662657.0,US Sales Data.xlsx,Operating Profit,numeric
324000,393340.0,US Sales Data.xlsx,Operating Profit,numeric
285000,637623.0,US Sales Data.xlsx,Operating Profit,numeric
266000,602882.0,US Sales Data.xlsx,Operating Profit,numeric
215999.99999999997,930577.993150006,US Sales Data.xlsx,Operating Profit,numeric
250250.00000000003,585588.2754698291,US Sales Data.xlsx,Operating Profit,numeric
323000,301545.0,US Sales Data.xlsx,Operating Profit,numeric
210000.00000000003,700573.5706652965,US Sales Data.xlsx,Operating Profit,numeric
138937.49999999997,160545.14687163904,US Sales Data.xlsx,Operating Profit,numeric
68062.50000000001,25427.60419007401,US Sales Data.xlsx,Operating Profit,numeric
115000.00000000001,731599.3938904302,US Sales Data.xlsx,Operating Profit,numeric
224000.00000000003,184949.33726513715,US Sales Data.xlsx,Operating Profit,numeric
256000.00000000006,187257.4423147395,US Sales Data.xlsx,Operating Profit,numeric
180000.00000000006,681795.9830188139,US Sales Data.xlsx,Operating Profit,numeric
200812.50000000003,181294.0516679731,US Sales Data.xlsx,Operating Profit,numeric
60750,74480.0,US Sales Data.xlsx,Operating Profit,numeric
46875,97898.0,US Sales Data.xlsx,Operating Profit,numeric
41562.49999999999,59236.35290134931,US Sales Data.xlsx,Operating Profit,numeric
50625.00000000001,82538.47314165389,US Sales Data.xlsx,Operating Profit,numeric
76125,84871.0,US Sales Data.xlsx,Operating Profit,numeric
50312.499999999985,74734.76017546532,US Sales Data.xlsx,Operating Profit,numeric
155000,186041.0,US Sales Data.xlsx,Operating Profit,numeric
184999.99999999997,521003.0316082534,US Sales Data.xlsx,Operating Profit,numeric
286000,928965.0,US Sales Data.xlsx,Operating Profit,numeric
239250.00000000003,661907.2445039635,US Sales Data.xlsx,Operating Profit,numeric
91999.99999999999,59968.90350109374,US Sales Data.xlsx,Operating Profit,numeric
81812.49999999999,14227.37997777762,US Sales Data.xlsx,Operating Profit,numeric
223437.50000000003,317688.4291084963,US Sales Data.xlsx,Operating Profit,numeric
170499.99999999997,546732.3603943554,US Sales Data.xlsx,Operating Profit,numeric
91437.49999999999,24075.07266075419,US Sales Data.xlsx,Operating Profit,numeric
44624.999999999985,90335.11818675206,US Sales Data.xlsx,Operating Profit,numeric
30375.000000000004,86813.04660543468,US Sales Data.xlsx,Operating Profit,numeric
49874.999999999985,17036.706665628444,US Sales Data.xlsx,Operating Profit,numeric
61249.99999999999,24378.41563534025,US Sales Data.xlsx,Operating Profit,numeric
20625.000000000004,89333.73588918387,US Sales Data.xlsx,Operating Profit,numeric
40625,37768.0,US Sales Data.xlsx,Operating Profit,numeric
138000.00000000003,949651.554889005,US Sales Data.xlsx,Operating Profit,numeric
115000.00000000003,547331.5572832576,US Sales Data.xlsx,Operating Profit,numeric
59062.50000000001,23931.25271257101,US Sales Data.xlsx,Operating Profit,numeric
63750.00000000001,14037.51648492669,US Sales Data.xlsx,Operating Profit,numeric
100000.00000000003,194110.6147206477,US Sales Data.xlsx,Operating Profit,numeric
98437.50000000001,75424.1603848464,US Sales Data.xlsx,Operating Profit,numeric
125000.00000000006,292555.97442855424,US Sales Data.xlsx,Operating Profit,numeric
58187.499999999985,65927.51386587578,US Sales Data.xlsx,Operating Profit,numeric
51187.5,42140.1,US Sales Data.xlsx,Operating Profit,numeric
64312.499999999985,41331.299148668426,US Sales Data.xlsx,Operating Profit,numeric
30000.000000000007,97998.24496249933,US Sales Data.xlsx,Operating Profit,numeric
88000.00000000001,92269.77493691805,US Sales Data.xlsx,Operating Profit,numeric
70312.50000000001,32641.11435905716,US Sales Data.xlsx,Operating Profit,numeric
102000.00000000001,631358.1387110444,US Sales Data.xlsx,Operating Profit,numeric
132000.00000000003,609351.1216136942,US Sales Data.xlsx,Operating Profit,numeric
112500.00000000001,373366.0446572906,US Sales Data.xlsx,Operating Profit,numeric
144000.00000000003,674835.5577352331,US Sales Data.xlsx,Operating Profit,numeric
93750.00000000001,39897.75448930161,US Sales Data.xlsx,Operating Profit,numeric
169000.00000000006,604754.1472527862,US Sales Data.xlsx,Operating Profit,numeric
99750.00000000001,33218.36655526976,US Sales Data.xlsx,Operating Profit,numeric
137500.00000000006,321627.8532845292,US Sales Data.xlsx,Operating Profit,numeric
83125.00000000001,19542.51731224053,US Sales Data.xlsx,Operating Profit,numeric
74375.00000000001,83771.35991857115,US Sales Data.xlsx,Operating Profit,numeric
77187.50000000001,21534.03871160831,US Sales Data.xlsx,Operating Profit,numeric
121000.00000000003,666201.1086169428,US Sales Data.xlsx,Operating Profit,numeric
89250,62053.0,US Sales Data.xlsx,Operating Profit,numeric
59999.99999999999,15741.64381140768,US Sales Data.xlsx,Operating Profit,numeric
27562.500000000007,42254.513360057936,US Sales Data.xlsx,Operating Profit,numeric
72187.5,56418.8,US Sales Data.xlsx,Operating Profit,numeric
85000,41828.0,US Sales Data.xlsx,Operating Profit,numeric
148500.00000000003,561333.9063077895,US Sales Data.xlsx,Operating Profit,numeric
108000.00000000003,930358.8783404151,US Sales Data.xlsx,Operating Profit,numeric
120000.00000000003,481844.83387110295,US Sales Data.xlsx,Operating Profit,numeric
70875.00000000001,46375.2492330386,US Sales Data.xlsx,Operating Profit,numeric
72000.00000000003,67108.97825778296,US Sales Data.xlsx,Operating Profit,numeric
94500.00000000004,77447.70236490814,US Sales Data.xlsx,Operating Profit,numeric
55125.000000000015,77525.87092427623,US Sales Data.xlsx,Operating Profit,numeric
58500.00000000003,69183.30472376951,US Sales Data.xlsx,Operating Profit,numeric
79625,21747.0,US Sales Data.xlsx,Operating Profit,numeric
162000.00000000003,963486.6161441586,US Sales Data.xlsx,Operating Profit,numeric
184500,287518.0,US Sales Data.xlsx,Operating Profit,numeric
115499.99999999999,218835.07230445519,US Sales Data.xlsx,Operating Profit,numeric
126874.99999999999,641851.6509156098,US Sales Data.xlsx,Operating Profit,numeric
193500,475303.0,US Sales Data.xlsx,Operating Profit,numeric
101500,722552.0,US Sales Data.xlsx,Operating Profit,numeric
160650,963037.0,US Sales Data.xlsx,Operating Profit,numeric
45312.5,67130.9,US Sales Data.xlsx,Operating Profit,numeric
51749.99999999999,10971.1133306122,US Sales Data.xlsx,Operating Profit,numeric
153562.5,113776.5,US Sales Data.xlsx,Operating Profit,numeric
235125,711004.0,US Sales Data.xlsx,Operating Profit,numeric
81562.5,91209.6,US Sales Data.xlsx,Operating Profit,numeric
134749.99999999997,433257.30715247954,US Sales Data.xlsx,Operating Profit,numeric
240000,722341.0,US Sales Data.xlsx,Operating Profit,numeric
259874.99999999994,544997.0311851145,US Sales Data.xlsx,Operating Profit,numeric
96875,85429.0,US Sales Data.xlsx,Operating Profit,numeric
253687.50000000006,134071.3108992456,US Sales Data.xlsx,Operating Profit,numeric
241312.50000000006,753189.1488384461,US Sales Data.xlsx,Operating Profit,numeric
75937.50000000003,86814.21885161928,US Sales Data.xlsx,Operating Profit,numeric
125125.00000000001,551287.5304975042,US Sales Data.xlsx,Operating Profit,numeric
232500,561670.0,US Sales Data.xlsx,Operating Profit,numeric
228937.50000000003,620710.2235488762,US Sales Data.xlsx,Operating Profit,numeric
118125.00000000003,104855.90813939467,US Sales Data.xlsx,Operating Profit,numeric
78187.50000000003,97868.29453281545,US Sales Data.xlsx,Operating Profit,numeric
123750.00000000003,899708.2870393213,US Sales Data.xlsx,Operating Profit,numeric
177625,685757.0,US Sales Data.xlsx,Operating Profit,numeric
309375,855458.0,US Sales Data.xlsx,Operating Profit,numeric
338625,990882.0,US Sales Data.xlsx,Operating Profit,numeric
189875,492660.0,US Sales Data.xlsx,Operating Profit,numeric
328125,902971.0,US Sales Data.xlsx,Operating Profit,numeric
72500.00000000003,33521.5970309618,US Sales Data.xlsx,Operating Profit,numeric
67500.00000000003,16179.2627643002,US Sales Data.xlsx,Operating Profit,numeric
110400,682956.0,US Sales Data.xlsx,Operating Profit,numeric
47499.99999999999,87262.6712215293,US Sales Data.xlsx,Operating Profit,numeric
60374.99999999999,40715.73289518591,US Sales Data.xlsx,Operating Profit,numeric
46000,38383.0,US Sales Data.xlsx,Operating Profit,numeric
49999.99999999999,85154.97777706302,US Sales Data.xlsx,Operating Profit,numeric
170100,720180.0,US Sales Data.xlsx,Operating Profit,numeric
92000,57325.0,US Sales Data.xlsx,Operating Profit,numeric
104999.99999999997,309726.32717860333,US Sales Data.xlsx,Operating Profit,numeric
192499.99999999997,565278.5955891836,US Sales Data.xlsx,Operating Profit,numeric
273000,389232.0,US Sales Data.xlsx,Operating Profit,numeric
159500.00000000003,309308.7531954576,US Sales Data.xlsx,Operating Profit,numeric
266500,416668.0,US Sales Data.xlsx,Operating Profit,numeric
203500.00000000003,586203.5460917671,US Sales Data.xlsx,Operating Profit,numeric
126875.00000000003,238404.9598597518,US Sales Data.xlsx,Operating Profit,numeric
85750.00000000001,78597.05224244777,US Sales Data.xlsx,Operating Profit,numeric
80500.00000000001,99281.91852829454,US Sales Data.xlsx,Operating Profit,numeric
79625.00000000001,98733.60970962585,US Sales Data.xlsx,Operating Profit,numeric
95200.00000000004,22536.51939724328,US Sales Data.xlsx,Operating Profit,numeric
156000.00000000006,434692.996039569,US Sales Data.xlsx,Operating Profit,numeric
164062.50000000003,413767.0279274208,US Sales Data.xlsx,Operating Profit,numeric
271875,174292.0,US Sales Data.xlsx,Operating Profit,numeric
162750,284759.0,US Sales Data.xlsx,Operating Profit,numeric
174000.00000000003,759434.6739568645,US Sales Data.xlsx,Operating Profit,numeric
165375,438592.0,US Sales Data.xlsx,Operating Profit,numeric
290625,716980.0,US Sales Data.xlsx,Operating Profit,numeric
108500,483461.0,US Sales Data.xlsx,Operating Profit,numeric
70437.5,82745.3,US Sales Data.xlsx,Operating Profit,numeric
57500.000000000015,46203.486398057146,US Sales Data.xlsx,Operating Profit,numeric
52500.000000000015,57478.753389693615,US Sales Data.xlsx,Operating Profit,numeric
92400,30695.0,US Sales Data.xlsx,Operating Profit,numeric
38000,42540.0,US Sales Data.xlsx,Operating Profit,numeric
32499.99999999999,12614.70863800317,US Sales Data.xlsx,Operating Profit,numeric
87000,94270.0,US Sales Data.xlsx,Operating Profit,numeric
34999.99999999999,33555.82784338719,US Sales Data.xlsx,Operating Profit,numeric
